locus_tag	logFC_M90T_37vs30	FDR_M90T_37vs30	logFC_enr37vs30	FDR_enr37vs30	gene_name	seq	description	type
EKN05_016285	-0.345904626450891	0.0392784925952582	NA	NA	murF	CP037923.1	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	CDS
EKN05_021825	0.303176041026344	0.0392784925952582	-1.44334978722995	6.30135553120125e-11	gntU	CP037923.1	gluconate transporter	pseudo
EKN05_005420	-0.507570405479638	0.0393293306587328	-0.428506090125838	0.264081682001243	wzy	CP037923.1	O13/O129/O135 family O-antigen polymerase	CDS
EKN05_011350	-0.703505785794051	0.0394366896983571	NA	NA	gnsA	CP037923.1	addiction module toxin	CDS
EKN05_001265	0.418098016141218	0.039445828496586	-1.06407537356532	4.75281662978215e-05	tcdA	CP037923.1	tRNA cyclic N6-threonylcarbamoyladenosine(37) synthase TcdA	CDS
EKN05_017255	-0.438364857332301	0.0394529562032817	NA	NA	tsaE	CP037923.1	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE	CDS
EKN05_015755	-0.344701374877485	0.0395112617914807	-0.90641374969542	1.43908389199408e-05	metN	CP037923.1	methionine ABC transporter ATP-binding protein MetN	CDS
EKN05_011795	0.294489339739709	0.0398968490876068	-0.474768236538746	0.000127518900897931	EKN05_011795	CP037923.1	ComEC family protein	pseudo
EKN05_000315	0.262184017649489	0.0399022462393379	-1.1235005143297	1.08968958645057e-06	yqiA	CP037923.1	esterase YqiA	CDS
EKN05_018775	-1.07044688834663	0.0399346640338142	0.894767773930862	0.000136611118946293	EKN05_018775	CP037923.1	IS4 family transposase	CDS
EKN05_022080	-0.256866444648467	0.0399412290046453	-5.64277843437135	0.00409602828518853	dam	CP037923.1	adenine-specific DNA-methyltransferase	CDS
EKN05_020860	-0.448594839558861	0.0400312805172486	0.243829555550502	0.00173350389074958	ompL	CP037923.1	porin OmpL	CDS
EKN05_019620	-0.65282654024469	0.0401773573244249	0.562959470511161	0.00228952982952244	EKN05_019620	CP037923.1	hypothetical protein	CDS
EKN05_003230	-0.437546886456252	0.0403830404414206	0.796038168244544	2.87269169916057e-07	EKN05_003230	CP037923.1	ArsC family reductase	CDS
EKN05_002460	-0.592492145238277	0.0404203244769167	1.26032102863345	0.0020994118236649	EKN05_002460	CP037923.1	flavodoxin	CDS
EKN05_000500	-0.300563662948758	0.0404369823894348	-0.424783172424067	0.000232677314447039	gsp	CP037923.1	bifunctional glutathionylspermidine amidase/synthase	CDS
EKN05_012440	0.280168560001373	0.0404828173108524	0.805486049093128	5.69644634097477e-08	ybiO	CP037923.1	mechanosensitive channel protein	pseudo
EKN05_012555	0.331761931102889	0.040523601267974	0.322540190788348	6.43763403438443e-05	EKN05_012555	CP037923.1	Bax inhibitor-1/YccA family protein	CDS
EKN05_018930	0.254701156189295	0.0406077680054849	1.49954941635693	4.24328293103864e-13	rraA	CP037923.1	ribonuclease E activity regulator RraA	CDS
EKN05_007550	-0.384260589046011	0.0406581213663815	0.241485329921983	0.101106228760279	ydiJ	CP037923.1	FAD-binding oxidoreductase	CDS
EKN05_007385	0.520569457704823	0.0406643338359036	-1.13217181040421	0.000139408676831466	EKN05_007385	CP037923.1	ABC transporter ATP-binding protein	CDS
EKN05_017545	-0.588365136128739	0.0406797064990857	0.456480547739918	0.000416422627779216	EKN05_017545	CP037923.1	DUF1107 domain-containing protein	CDS
EKN05_002590	0.340461338614955	0.0407066722113296	0.593418323487999	1.97642095674899e-06	yfiE	CP037923.1	LysR family transcriptional regulator	CDS
EKN05_001270	0.279139499090969	0.0408547338264017	-1.16366700913651	0.00120760594251	csdE	CP037923.1	cysteine desulfurase sulfur acceptor subunit CsdE	CDS
EKN05_000220	-0.794642403842616	0.0409252031056716	-0.931393918083726	3.88535691539399e-06	EKN05_000220	CP037923.1	inorganic triphosphatase	CDS
EKN05_023220	-0.376290757529452	0.0411476340534826	-1.01451409725391	0.000400911763861219	EKN05_023220	CP037923.1	type 1 fimbrial protein	CDS
EKN05_009395	0.645329659399575	0.041196113218772	-1.90047989771833	0.000225033783243404	EKN05_009395	CP037923.1	type I toxin-antitoxin system Hok family toxin	CDS
EKN05_011445	0.648383180314107	0.041393947784792	0.473889744593617	0.136487928129448	hyaD	CP037923.1	hydrogenase 1 maturation protease	CDS
EKN05_009935	-0.297205936896487	0.0415129135351621	0.979748548079724	5.61445373889468e-12	cls	CP037923.1	cardiolipin synthase	CDS
EKN05_020230	0.220045159282005	0.0416594388419483	0.0330658640657645	0.747850315521536	yieO	CP037923.1	DHA2 family efflux MFS transporter permease subunit	CDS
EKN05_002575	-0.24485825457427	0.0416728940182414	-0.919992847147958	0.0508344830375207	ung	CP037923.1	uracil-DNA glycosylase	CDS
EKN05_022730	-0.449895838582404	0.0418429626422561	0.0218977484835464	0.899229905901078	aaeA	CP037923.1	p-hydroxybenzoic acid efflux pump subunit AaeA	CDS
EKN05_005935	0.600014841462778	0.0420786321546172	-0.567436013836539	3.69009436520427e-05	yedQ	CP037923.1	cellulose biosynthesis regulator YedQ	pseudo
EKN05_006080	0.384129851924721	0.042555067079419	-0.356434576423935	0.216310817082281	EKN05_006080	CP037923.1	SOS response-associated peptidase	pseudo
EKN05_004615	-0.350166587523528	0.0426784405793073	0.792075783908352	3.57042664952795e-08	yeiQ	CP037923.1	mannitol dehydrogenase family protein	CDS
EKN05_009610	0.390264015286533	0.0427255574739811	-0.664363273284327	0.0520811474715544	pspB	CP037923.1	envelope stress response membrane protein PspB	CDS
EKN05_009685	0.314745267178128	0.0427312441668206	NA	NA	sapD	CP037923.1	peptide ABC transporter ATP-binding protein SapD	CDS
EKN05_000295	-0.299252597237542	0.0427959743806029	-0.298220671906149	0.158096598329633	tolC	CP037923.1	outer membrane channel protein TolC	CDS
EKN05_006855	-0.698781539283324	0.0430389803680738	0.297891157933398	0.000738212053641405	EKN05_006855	CP037923.1	transcriptional regulator	pseudo
EKN05_014440	0.318341055692405	0.0430681976960627	-0.68383312275406	0.000153432648478463	mdlB	CP037923.1	SmdB family multidrug efflux ABC transporter permease/ATP-binding protein	CDS
EKN05_018055	0.249047585653404	0.0430948517672899	0.292317497677917	0.708149177284268	plsB	CP037923.1	glycerol-3-phosphate 1-O-acyltransferase PlsB	CDS
EKN05_012565	-0.669189765731518	0.0434467223537431	1.38718080253345	1.79566766463696e-10	moaE	CP037923.1	molybdopterin synthase catalytic subunit MoaE	CDS
EKN05_008450	-0.520154208756392	0.0439376821524991	0.0478860885857911	0.551347021097109	iraM	CP037923.1	anti-adapter protein IraM	CDS
EKN05_011825	-0.368617769973422	0.0440828764234451	-0.374792230916359	0.0468211058423061	aroA	CP037923.1	3-phosphoshikimate 1-carboxyvinyltransferase	CDS
EKN05_019660	-0.246674438492594	0.0441758775933271	-0.225245794268503	0.144640925797516	iucC	CP037923.1	IucA/IucC family siderophore biosynthesis protein	CDS
EKN05_018720	0.259273470945237	0.0442842643226525	1.13778463508769	0.0384810339272044	murI	CP037923.1	glutamate racemase	CDS
EKN05_004345	-0.387041126991866	0.0443593381871355	1.01714887547961	1.1468112075138e-08	EKN05_004345	CP037923.1	DUF2138 domain-containing protein	pseudo
EKN05_010095	-0.652424095940069	0.0444313805997527	-1.205021799778	0.0412479318627045	EKN05_010095	CP037923.1	IS4 family transposase	CDS
EKN05_008730	0.413957171489553	0.0444313805997527	-0.26054460577029	0.0230876671770718	chbB	CP037923.1	PTS N	CDS
EKN05_000275	-0.230730413811425	0.0444814594438125	1.10449413521458	2.06702717778756e-11	zupT	CP037923.1	zinc transporter ZupT	CDS
EKN05_015595	-0.282110636234425	0.0448389589527979	0.622020086883648	4.70366683156769e-07	EKN05_015595	CP037923.1	hypothetical protein	CDS
EKN05_019240	-0.279783319002087	0.0448890629970836	1.69395506232171	1.4015512258636e-10	mtlD	CP037923.1	mannitol-1-phosphate 5-dehydrogenase	CDS
EKN05_000085	-0.357789494727282	0.0449596330915651	0.75979509117437	8.97912547424329e-09	EKN05_000085	CP037923.1	alpha-glucosidase	pseudo
EKN05_021170	0.298317802707396	0.0450849434633967	0.461274848539238	0.000114520374708218	EKN05_021170	CP037923.1	insulinase family protein	CDS
EKN05_002370	0.558936968036078	0.0453444580194527	0.0910093562165743	0.511529794693257	EKN05_002370	CP037923.1	glycerol-3-phosphate responsive antiterminator	pseudo
EKN05_012415	0.496679250664077	0.0453444580194527	-0.100554781710217	0.290104296604856	rhtA	CP037923.1	threonine/homoserine exporter RhtA	CDS
EKN05_020465	-0.353716648798661	0.045382377652671	0.512244772384569	0.00218945136859848	hemX	CP037923.1	uroporphyrinogen-III C-methyltransferase	CDS
EKN05_019480	-0.336100582400702	0.0455481665842795	0.522774953668897	0.00436210934459632	pyrE	CP037923.1	orotate phosphoribosyltransferase	CDS
EKN05_019570	-0.31108025732476	0.0457681240859995	-0.161661848644213	0.0044242342240708	intC	CP037923.1	DUF4102 domain-containing protein	CDS
EKN05_009200	0.394149268120549	0.045904079521771	-0.373968900971692	0.0386917203547223	EKN05_009200	CP037923.1	serine/threonine-protein phosphatase	pseudo
EKN05_015895	-0.456406165298707	0.0462049081509181	NA	NA	frr	CP037923.1	ribosome recycling factor	CDS
EKN05_018550	0.542254026601061	0.0466337265280664	0.312305199016481	0.233315493559072	zraP	CP037923.1	zinc resistance sensor/chaperone ZraP	CDS
EKN05_006170	0.31047367065505	0.046893549380712	0.150762027983432	0.258839735464625	uvrY	CP037923.1	two-component system response regulator UvrY	CDS
EKN05_004695	-0.284275297320278	0.046893549380712	0.539094323552267	0.00271549102688067	EKN05_004695	CP037923.1	YeiH family protein	CDS
EKN05_011545	-0.327728892290114	0.0472945380583031	0.18727470149974	0.374439833903841	ompA	CP037923.1	porin OmpA	CDS
EKN05_005435	0.326312865817227	0.0477611012243742	0.147839107521803	0.0976841737170414	EKN05_005435	CP037923.1	hypothetical protein	CDS
EKN05_008575	0.298107115071534	0.0477984582411256	-0.789812388105111	0.0108025380249287	btuD	CP037923.1	vitamin B12 ABC transporter ATP-binding protein BtuD	CDS
EKN05_002435	-0.254044096234906	0.0480214483635672	0.81406904372653	2.49255678121899e-10	rlmD	CP037923.1	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD	CDS
EKN05_007695	0.308968555649752	0.048818167857008	0.218550293191718	0.332104426750264	ydhB	CP037923.1	LysR family transcriptional regulator	CDS
EKN05_007705	-0.662547402799378	0.048833657547684	-1.64716455732127	0.000433530819328427	ynhF	CP037923.1	stress response protein YnhF	CDS
EKN05_013930	-0.320686598980106	0.0488958861204903	-0.756057639504229	2.21454706648428e-06	cusA	CP037923.1	Cu(+)/Ag(+) efflux RND transporter permease subunit CusA	CDS
EKN05_015390	-0.561390492935982	0.0489481908417181	0.119820775581737	0.143146714193069	EKN05_015390	CP037923.1	hypothetical protein	CDS
EKN05_023365	-0.287336905753042	0.0489891509294546	-1.31789302873864	0.00276036150964232	EKN05_023365	CP037923.1	DUF1090 domain-containing protein	pseudo
EKN05_022530	-0.525757716378234	0.0491930990731812	-0.457684723693403	0.0130960751001173	dprA	CP037923.1	DNA-protecting protein DprA	CDS
EKN05_009800	-0.226322812290533	0.049283253961169	0.70334136571668	0.00613686795808492	topA	CP037923.1	type I DNA topoisomerase	CDS
EKN05_022740	-0.380253603819726	0.0495327593815599	0.620200118185486	0.0200314625115207	EKN05_022740	CP037923.1	hypothetical protein	CDS
EKN05_019045	-0.766858196318225	0.0496980645041132	-0.279668524440694	0.0142683348966153	xylB	CP037923.1	xylulokinase	CDS
EKN05_014320	-0.307561144893291	0.04970730466006	0.486266940348012	0.313585618268206	recR	CP037923.1	recombination protein RecR	CDS
EKN05_002610	-0.596229676610765	0.049912419392451	NA	NA	rseD	CP037923.1	rpoE leader peptide RseD	CDS
EKN05_005450	0.338728344326313	0.0501991182238531	-0.523065074742681	2.42392508982286e-07	gndA	CP037923.1	NADP-dependent phosphogluconate dehydrogenase	CDS
EKN05_001420	0.259319867880777	0.0503124623093308	NA	NA	ffh	CP037923.1	signal recognition particle protein	CDS
EKN05_008050	-0.319722109809057	0.0503124623093308	-1.81767482798481	3.15241403843367e-08	mdtI	CP037923.1	multidrug/spermidine efflux SMR transporter subunit MdtI	CDS
EKN05_010350	-0.757824296063906	0.0503975733342521	-1.57528629741325	1.88571949223305e-06	EKN05_010350	CP037923.1	hypothetical protein	pseudo
EKN05_009810	0.419530553168935	0.0505446588012462	0.673340613431233	4.26603881875046e-07	sohB	CP037923.1	protease SohB	CDS
EKN05_003490	0.353849299304308	0.0505849832013393	NA	NA	ptsH	CP037923.1	phosphocarrier protein Hpr	CDS
EKN05_017340	0.540433730659417	0.0506256513147691	-1.61731977392274	3.48268991506684e-05	frdD	CP037923.1	fumarate reductase subunit FrdD	CDS
EKN05_003470	0.544000084477432	0.0506317162227793	0.528152365871984	0.00902129387252024	EKN05_003470	CP037923.1	hypothetical protein	CDS
EKN05_022610	-0.293343491139996	0.0506811985810528	-1.08854563068161	9.01622151187373e-11	EKN05_022610	CP037923.1	amino acid ABC transporter permease	pseudo
EKN05_003895	0.377384085578854	0.0508563448979362	-1.47072590736335	3.86102920885412e-07	flk	CP037923.1	flagella biosynthesis regulator Flk	CDS
EKN05_024365	-0.382596552926219	0.0508563448979362	-0.382034155105767	0.522790562551961	EKN05_024365	CP037924.1	IS3-like element IS2 family transposase	CDS
EKN05_004400	0.208536095089933	0.0509431021552532	-0.101901204184979	0.266537234265655	rcsD	CP037923.1	phosphotransferase RcsD	CDS
EKN05_015150	0.245539388911637	0.0509431021552532	NA	NA	proB	CP037923.1	glutamate 5-kinase	CDS
EKN05_008395	0.873075026184044	0.0509431021552532	1.12877068269557	0.078597797675218	hokD	CP037923.1	type I toxin-antitoxin system toxin HokD	CDS
EKN05_020510	-0.555555341870298	0.0510072724754905	NA	NA	dapF	CP037923.1	diaminopimelate epimerase	CDS
EKN05_019250	-0.614720006288426	0.0511222641352575	1.22907236308141	1.74722079206759e-05	EKN05_019250	CP037923.1	hypothetical protein	CDS
EKN05_020080	-0.39533027046844	0.0513815840971789	-0.370208824316375	1.83066058124106e-06	lpfA	CP037923.1	fimbrial protein	CDS
EKN05_002645	-0.322544357172865	0.0514876813437291	2.73389974733089	0.214007296068318	rnc	CP037923.1	ribonuclease III	CDS
EKN05_020955	0.526534706022199	0.0514876813437291	0.592224978618854	6.91715815847335e-07	EKN05_020955	CP037923.1	hypothetical protein	CDS
EKN05_024345	0.576742383966572	0.0514876813437291	0.725500931606716	0.00211735426668828	EKN05_024345	CP037924.1	IS1 family transposase	pseudo
EKN05_006805	0.403150485376089	0.0517255591943282	0.683388259659874	2.82814746546757e-08	EKN05_006805	CP037923.1	integrase	CDS
EKN05_009270	-0.318243937504793	0.0517458550947646	1.4675696310311	1.86499388271746e-10	sitB	CP037923.1	iron/manganese ABC transporter ATP-binding protein SitB	CDS
EKN05_001680	-0.39819243193499	0.0520496692059122	-0.112211107400251	0.889622360092266	csrA	CP037923.1	carbon storage regulator	CDS
EKN05_022630	0.301301032348427	0.0520925518486118	0.136510887467366	0.421641794569574	yhdJ	CP037923.1	adenine-specific DNA-methyltransferase	CDS
EKN05_002605	-0.226731732651605	0.0521441957110405	-0.548658372403188	2.00837194994725e-05	nadB	CP037923.1	L-aspartate oxidase	pseudo
EKN05_021895	-0.708428289621676	0.0523823753008415	-0.167394195437918	0.061075177528257	rtcR	CP037923.1	sigma 54-dependent transcriptional regulator	CDS
EKN05_008930	-0.33206896748894	0.0524930101988111	-0.0913442546264391	0.485212298389827	EKN05_008930	CP037923.1	DeoR/GlpR transcriptional regulator	CDS
EKN05_008335	-0.429032258715439	0.0526335376026568	0.649344624478405	3.84099977575369e-05	EKN05_008335	CP037923.1	TIGR00156 family protein	pseudo
EKN05_002640	0.223361777920455	0.0526612205806251	-1.9359347421374	0.21520888805655	lepB	CP037923.1	signal peptidase I	CDS
EKN05_019445	0.324146811623473	0.0526979327466202	-0.0251998152392487	0.896678869709518	mutM	CP037923.1	bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase	CDS
EKN05_020355	0.492752629267089	0.0527162867096386	-1.20461572636004	0.0422817389962515	rhoL	CP037923.1	rho operon leader peptide rhoL	CDS
EKN05_003370	-0.586654292133079	0.0527908534695985	-2.23572454927325	0.0851114982255956	EKN05_003370	CP037923.1	hypothetical protein	pseudo
EKN05_012085	0.230151165353397	0.0528917779526432	-0.931528490843421	7.07490788378174e-05	ybjT	CP037923.1	SDR family oxidoreductase	CDS
EKN05_013845	-0.369151397607593	0.0529196548727565	0.620762749852644	7.30608381932082e-08	fepA	CP037923.1	siderophore enterobactin receptor FepA	CDS
EKN05_022325	-0.391819880594969	0.0532765135977156	-2.62516627554919	0.00620056755760508	tuf	CP037923.1	elongation factor Tu	CDS
EKN05_003815	0.57158637635541	0.0532765135977156	-0.272900087671896	0.218094592351724	yfcS	CP037923.1	fimbrial protein	CDS
EKN05_000560	-0.562633744703789	0.053475417536758	-1.30129108831853	0.0119660646105798	EKN05_000560	CP037923.1	IS1 family transposase	pseudo
EKN05_018080	0.320387774080988	0.054140392179035	-0.141194046970648	0.399637320411579	zur	CP037923.1	zinc uptake transcriptional repressor Zur	CDS
EKN05_014775	0.298617526440168	0.0542534293034933	-0.221447797126844	0.212697388949357	rdgC	CP037923.1	recombination-associated protein RdgC	CDS
EKN05_007235	-0.607750943453934	0.0544007391878963	2.05556174222742	9.62182915529028e-18	yncL	CP037923.1	stress response membrane protein YncL	CDS
EKN05_023000	0.795171806124599	0.05499450290734	1.11904769733442	0.273092317471748	obgE	CP037923.1	GTPase ObgE	CDS
EKN05_022405	0.490227037078165	0.0552452083336687	NA	NA	rplN	CP037923.1	50S ribosomal protein L14	CDS
EKN05_015910	-0.251203709803912	0.055379605362781	NA	NA	rpsB	CP037923.1	30S ribosomal protein S2	CDS
EKN05_021960	-0.416338361719176	0.0555689358406362	-0.283080047027627	0.0994279938873186	rpnA	CP037923.1	recombination-promoting nuclease RpnA	CDS
EKN05_003210	-0.269019223755145	0.0555922923069668	0.00255404065007694	0.984849269683065	EKN05_003210	CP037923.1	tRNA cytosine(34) acetyltransferase TmcA	CDS
EKN05_024190	0.9674965641717	0.0556785163562518	0.348507148381928	1.12520642987391e-07	EKN05_024190	CP037924.1	hypothetical protein	pseudo
EKN05_010925	-0.311572839789319	0.0557424027841033	-0.509239112299295	8.64054142598706e-06	solA	CP037923.1	N-methyl-L-tryptophan oxidase	CDS
EKN05_018730	0.218775567202154	0.0558084402419186	0.481080485540498	3.99886699805737e-05	trmA	CP037923.1	tRNA (uridine(54)-C5)-methyltransferase TrmA	CDS
EKN05_010360	-0.413327429670311	0.0560529715447425	-0.108904341834097	0.723441478363844	EKN05_010360	CP037923.1	hypothetical protein	pseudo
EKN05_005530	0.27749580712964	0.0561605733528482	-0.30365101990703	0.0426953728327401	EKN05_005530	CP037923.1	SDR family oxidoreductase	CDS
EKN05_018630	0.442529309614185	0.056668472629731	NA	NA	rplL	CP037923.1	50S ribosomal protein L7/L12	CDS
EKN05_018020	-0.45243595269362	0.0575490206337014	0.363118914880717	0.00251720794691946	malE	CP037923.1	maltose/maltodextrin ABC transporter substrate-binding protein MalE	CDS
EKN05_001770	-0.325384525220996	0.0577105843849004	-0.0205524886660005	0.933045878427975	ascG	CP037923.1	LacI family DNA-binding transcriptional regulator	CDS
EKN05_008320	0.320330410535243	0.0581596534549878	0.664699152074099	0.000200504050566876	EKN05_008320	CP037923.1	oxidoreductase	CDS
EKN05_020415	-0.288543470964179	0.0581596534549878	-1.10657808902572	0.0130055333381691	wzyE	CP037923.1	O-antigen assembly polymerase	CDS
EKN05_008120	0.526569378607007	0.0584691647695156	-1.16602997864942	0.0147315687462324	EKN05_008120	CP037923.1	restriction endonuclease	CDS
EKN05_019075	0.264027664108015	0.0585588986233874	-0.0948568653857643	0.565260088251318	EKN05_019075	CP037923.1	protein bax	CDS
EKN05_016390	-0.359806200867293	0.0588772464393197	-0.0573990293562947	0.698087091535177	thiP	CP037923.1	thiamine/thiamine pyrophosphate ABC transporter permease ThiP	CDS
EKN05_012070	0.811933341875873	0.058897438303877	-0.580780215261744	0.0868963705548727	EKN05_012070	CP037923.1	NADH oxidoreductase	CDS
EKN05_015855	-0.258704397571662	0.0601187394605197	NA	NA	fabZ	CP037923.1	3-hydroxyacyl-ACP dehydratase FabZ	CDS
EKN05_020505	-0.398166844122202	0.0602299968559222	-1.54663759320142	0.00706319074222852	yifL	CP037923.1	hypothetical protein	CDS
EKN05_019090	0.285072616648643	0.0602299968559222	-1.35203651323058	1.1132500087666e-05	EKN05_019090	CP037923.1	4Fe-4S dicluster domain-containing protein	CDS
EKN05_018755	-0.338040888306908	0.0602299968559222	1.39273734571533	1.73873497466094e-12	EKN05_018755	CP037923.1	MFS transporter	pseudo
EKN05_020750	-0.605349671385938	0.0602299968559222	-0.933510436576821	0.00445623267909159	EKN05_020750	CP037923.1	DUF1040 family protein	CDS
EKN05_004840	0.483431833221602	0.0602299968559222	0.257161422663528	0.257683684638699	yehX	CP037923.1	glycine betaine ABC transporter ATP binding protein YehX	CDS
EKN05_006895	0.281274118011645	0.060502385350502	-0.113826529962028	0.468545552871931	uspE	CP037923.1	universal stress protein UspE	CDS
EKN05_010185	-0.26055471673265	0.0606443776593899	-0.610589209558428	0.00807838435553768	dhaL	CP037923.1	dihydroxyacetone kinase ADP-binding subunit DhaL	CDS
EKN05_004775	-0.373453541778594	0.0608170057709843	0.798923592377376	0.00122391970724136	EKN05_004775	CP037923.1	CidB/LrgB family autolysis modulator	CDS
EKN05_024300	0.442455764547604	0.0608918568175378	-1.06813536483626	0.014969586393824	EKN05_024300	CP037924.1	IS1 family transposase	pseudo
EKN05_013630	-0.366751907299333	0.0611891705399314	0.0017663649129119	0.995215369573695	ybhA	CP037923.1	pyridoxal phosphatase	CDS
EKN05_017085	0.418203706352041	0.0613659450510785	0.103505567786255	0.220875240756055	EKN05_017085	CP037923.1	DUF2686 family protein	CDS
EKN05_007375	-0.406640514605441	0.0615123901880652	0.683411503657748	0.00053122745504018	osmC	CP037923.1	peroxiredoxin OsmC	CDS
EKN05_010135	0.267917323912626	0.0617253390293257	NA	NA	lolB	CP037923.1	lipoprotein localization protein LolB	CDS
EKN05_010870	0.306052998080696	0.0617631653777312	-1.04949118333537	0.0481244158617807	flgN	CP037923.1	flagella biosynthesis chaperone FlgN	CDS
EKN05_005740	0.990413648686336	0.062128842767632	1.92029422084085	0.000470416568228699	EKN05_005740	CP037923.1	hypothetical protein	CDS
EKN05_012615	-0.357282752057829	0.0623051970590501	-1.18251085856267	1.15786697558344e-07	bioB	CP037923.1	biotin synthase	CDS
EKN05_009980	1.02067316632166	0.0624933115434979	-2.09835307116666	0.000321684194660468	EKN05_009980	CP037923.1	IS4 family transposase	CDS
EKN05_023165	0.436024479403593	0.0624933115434979	0.682627271159365	0.000273919781364917	EKN05_023165	CP037923.1	permease	CDS
EKN05_000485	0.452324046326363	0.0629871954571484	-1.39016195709383	0.000140615062447195	hypA	CP037923.1	hydrogenase maturation nickel metallochaperone HypA	CDS
EKN05_005245	-0.257759014620821	0.0637016650733628	0.816425741690549	4.39320596148176e-09	EKN05_005245	CP037923.1	hypothetical protein	pseudo
EKN05_022675	-0.343077354082956	0.0641678560254489	-0.15390613047517	0.288682683888311	csrD	CP037923.1	RNase E specificity factor CsrD	CDS
EKN05_023400	-0.549112976904463	0.0646313851981251	-1.79812502812796	1.53979900681024e-05	exuT	CP037923.1	hexuronate transporter	CDS
EKN05_022300	-0.370572309208919	0.0649414155130419	NA	NA	tusC	CP037923.1	sulfurtransferase complex subunit TusC	CDS
EKN05_020865	-0.533007062732341	0.0649718973961301	0.339288654314675	1.66228292955572e-07	yihO	CP037923.1	MFS transporter	CDS
EKN05_020205	0.442240103803775	0.0649718973961301	0.104924957767232	0.365418539393955	rbsA	CP037923.1	ribose ABC transporter ATP-binding protein RbsA	pseudo
EKN05_017175	0.407413709429512	0.0649718973961301	-0.374868177057926	0.0132560982903311	EKN05_017175	CP037923.1	glutathionylspermidine synthase preATP-grasp family protein	pseudo
EKN05_012430	-0.299700715148467	0.0650502319965748	0.0489570535250233	0.85737537640769	glnP	CP037923.1	glutamine ABC transporter permease	CDS
EKN05_015035	-0.69955218905028	0.0654903586924897	-0.0525395875244149	0.730395757047673	EKN05_015035	CP037923.1	type I addiction module toxin	pseudo
EKN05_013330	0.595504967193452	0.0658861700735401	-1.61987758135868	0.000270101044185956	EKN05_013330	CP037923.1	hypothetical protein	CDS
EKN05_006425	0.286291108847005	0.0661532668143536	-0.711392894629625	0.000220494708461331	cmoB	CP037923.1	tRNA 5-methoxyuridine(34)/uridine 5-oxyacetic acid(34) synthase CmoB	CDS
EKN05_024260	0.25654550286891	0.06615426090783	0.190336202429322	2.29088501943937e-05	shf	CP037924.1	carbohydrate transporter	CDS
EKN05_010070	-0.459227193392471	0.0663254585424469	-1.22900530915806	0.00810438003566211	ychN	CP037923.1	DsrE/F sulfur relay family protein YchN	CDS
EKN05_004690	-0.272936230993381	0.0665488711911538	1.22864409041899	1.6781097804742e-08	nfo	CP037923.1	deoxyribonuclease IV	CDS
EKN05_002685	0.2766826505019	0.0665887212806335	0.0497549601540328	0.730395757047673	EKN05_002685	CP037923.1	recombinase	CDS
EKN05_012655	-0.344638340396718	0.0665949570201175	-0.0395345968610511	0.903967370240521	ybhE	CP037923.1	6-phosphogluconolactonase	CDS
EKN05_020590	0.278503795902372	0.0666854367031466	0.632619490726333	0.00013636366784895	rhtB	CP037923.1	homoserine/homoserine lactone efflux protein	CDS
EKN05_020655	0.31957071684689	0.0671381961604208	-1.4072727562801	0.186022179833976	tatB	CP037923.1	Sec-independent protein translocase subunit TatB	CDS
EKN05_009525	0.339556574203375	0.0671381961604208	-0.217712690432431	0.0325900539393957	ycjW	CP037923.1	LacI family transcriptional regulator	CDS
EKN05_006730	0.288409130329573	0.0680708163874513	-0.586457249028395	0.0224824755992477	yebK	CP037923.1	MurR/RpiR family transcriptional regulator	pseudo
EKN05_016565	0.450609494736077	0.0684491289168791	0.156479895169295	0.45559249557541	rihC	CP037923.1	ribonucleoside hydrolase RihC	CDS
EKN05_017860	-0.57898462136293	0.0687358102776583	0.205832193758926	6.49182364825668e-05	fimD	CP037923.1	fimbrial biogenesis outer membrane usher protein	CDS
EKN05_021590	0.487129038140997	0.0688026138589204	-0.971364915187336	0.00390780795332739	EKN05_021590	CP037923.1	DUF4049 domain-containing protein	CDS
EKN05_020350	-0.367604121517352	0.0689359377072961	1.02923149038294	0.00111583434791458	trxA	CP037923.1	thioredoxin TrxA	CDS
EKN05_012900	-0.471355661455917	0.0690670170666859	-0.318614730365482	0.0150276615689227	EKN05_012900	CP037923.1	DUF2213 domain-containing protein	CDS
EKN05_005475	-0.445341726278211	0.0696504670373705	-0.303782115680319	0.155764936200756	hisA	CP037923.1	1-(5-phosphoribosyl)-5-((5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase	CDS
EKN05_019025	0.467822331314696	0.0698518827521563	0.625671082610499	1.12745705990378e-07	EKN05_019025	CP037923.1	hypothetical protein	CDS
EKN05_000650	0.263889666520499	0.0702746993431375	-1.03375547996938	0.0389150162558679	yggV	CP037923.1	XTP/dITP diphosphatase	CDS
EKN05_016055	-0.283692077597889	0.0703050513716388	-0.437502168785404	0.0515861031129184	panB	CP037923.1	3-methyl-2-oxobutanoate hydroxymethyltransferase	CDS
EKN05_012935	0.336202843155901	0.0703050513716388	-1.1741712206637	2.78638120065206e-07	EKN05_012935	CP037923.1	DNA-binding protein	CDS
